timestamp,sender,message,emotion,emoji_used,emoji_count,capital_ratio,clean_message,message_len,hour,emoji_flag,len_bucket,caps_bucket,strata
7/11/2025 15:14,REDACTED,Dendaki es kopi kalauu tdk hadirkii,negatif,,0,0.033333333,dendaki es kopi kalauu tdk hadirkii,6,15,0,short,low,short_low_0
10/10/2021 12:56,REDACTED,"Happy birthday utk teman/saudara kta @REDACTED  . Panjang umur,Sehat selalu, lancar dlm pendidikannya, diberkatiii harapan cita""nya, jdi berkat dimnapun berada . Wish u all the bestt Tuhan Yesus memberkati...🎊🎉🎁😇🙏🏻 *Happy Sunday utk kta semuaa Tuhan memberkati...✨",positif,🎊🎉🎁😇🙏🏻✨,7,0.089201878,"happy birthday utk teman saudara kta redacted sandria t . panjang umur,sehat selalu, lancar dlm pendidikannya, diberkatiii harapan cita nya, jdi berkat dimnapun berada . wish u all the bestt tuhan yesus memberkati... happy sunday utk kta semuaa tuhan memberkati...",40,12,1,long,high,long_high_1
5/24/2024 10:40,REDACTED,Turut berdukacita atas meninggalnya Om terkasih dari saudari kita @REDACTED kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari Tuhan kita Yesus Kristus😇🙏🏻🙏🏻,negatif,😇🙏🏻🙏🏻,5,0.134831461,turut berdukacita atas meninggalnya om terkasih dari saudari kita redacted tari redacted helda ronangan kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari tuhan kita yesus kristus,27,10,1,medium,high,medium_high_1
8/19/2024 14:47,REDACTED,"Syalom.. Semangat Pagi.. Kami PPGT Jemaat Baji' Ma'rumpa' akan mengadakan LKPL (Latihan Kepemimpinan Pemuda Lanjutan) yang pertama nih..☺ Kami memohon bantuan dana melalui *Bazar Penjualan pisang coklat, es teler dan cheese cuit* yg akan kami antarkan kerumah Bapak/Ibu dan teman2🥰.. - *Pisang Coklat : 20K (isi 10pcs)* - ⁠*Pisang keju : 20K (isi 10pcs)* - *Es Teler : 20K/gelas* - ⁠*Cheese Cuit : 20K (200ml)* *Pengantaran : Minggu, 25 Agustus 2024* Silahkan di list untuk pemesanannya.. Dst Kurre Sumanga', Tuhan Yesus memberkati😇",netral,☺🥰😇,3,0.130434783,"syalom.. semangat pagi.. kami ppgt jemaat baji' ma'rumpa' akan mengadakan lkpl latihan kepemimpinan pemuda lanjutan yang pertama nih.. kami memohon bantuan dana melalui bazar penjualan pisang coklat, es teler dan cheese cuit yg akan kami antarkan kerumah bapak ibu dan teman2.. pisang coklat 20k isi 10pcs pisang keju 20k isi 10pcs es teler 20k gelas cheese cuit 20k 200ml pengantaran minggu, 25 agustus 2024 silahkan di list untuk pemesanannya.. 1. cia cheese cuit 2 2. rahel es teler 3 3. ayy es teler 1 , cheese cuit 1 4. ness es teler 2 5. dessy es teler 4 , pis. coklat 1 6. laura es teler 2 7. gaby pisang keju 1 8. fiony es teler 2 9. ivan pis. cokelat 1 , pis. keju 1 10. niya pisang keju 2 11. jhon es teler 2 12. muger piscok 3, es teler 2 antar ke gereja sudiang 13. dst kurre sumanga', tuhan yesus memberkati",154,14,1,long,high,long_high_1
5/24/2023 19:11,REDACTED,sambutan atau ibadah mi kak?,netral,,0,0,sambutan atau ibadah mi kak?,5,19,0,short,low,short_low_0
10/23/2022 10:34,REDACTED,Selamat hari minggu ppgt jbm🙏😇,positif,🙏😇,2,0.041666667,selamat hari minggu ppgt jbm,5,10,1,short,low,short_low_1
6/21/2025 19:53,REDACTED,"Selamat bertambah usia  @REDACTED 🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🥳🎉🎁😇🫶✨,6,0.080717489,"selamat bertambah usia alfiyani jessicha linggi allo redacted panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",34,19,1,medium,mid,medium_mid_1
10/22/2023 10:33,REDACTED,"Selamat bertambah Sukacita usia untuk @REDACTED 🥳 🎉Panjang umur, sehat selalu, diberkati dalam rencana dan cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨💕🥰🎁",positif,🥳🎉✨💕🥰🎁,6,0.07239819,"selamat bertambah sukacita usia untuk redacted tiara panjang umur, sehat selalu, diberkati dalam rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",34,10,1,medium,mid,medium_mid_1
8/24/2022 12:07,REDACTED,Di batangase,netral,,0,0.090909091,di batangase,2,12,0,short,high,short_high_0
4/4/2022 17:15,REDACTED,Yg tdk punya boncengan adaji grab,negatif,,0,0.035714286,yg tdk punya boncengan adaji grab,6,17,0,short,low,short_low_0
6/4/2024 12:10,REDACTED,"Selamat bertambah sukacita usia untuk saudara kita @REDACTED 🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkati🎁😇✨🫶",positif,🥳🎉🎁😇✨🫶,6,0.066964286,"selamat bertambah sukacita usia untuk saudara kita redacted ikho panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkati",35,12,1,long,mid,long_mid_1
7/14/2025 14:37,REDACTED,Jam 4 ipen baru mulai lombanya😅,negatif,😅,1,0.041666667,jam 4 ipen baru mulai lombanya,6,14,1,short,low,short_low_1
5/8/2025 9:14,REDACTED,"Selamat bertambah usia @REDACTED🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🥳🎉🎁😇🫶✨,6,0.11627907,"selamat bertambah usia delviani meliana balik redacted delvi dan rehuellah nishika redacted rahel ppgt panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",40,9,1,long,high,long_high_1
7/8/2023 13:22,REDACTED,"Selamat Menempuh hidup baru untuk kak @REDACTED & Istri,Semoga pernikahannya  diberkati Tuhan dan boleh menjadi berkat bagi orang lain💐🎉💖 Tuhan Yesus Memberkati 😇",positif,💐🎉💖😇,4,0.121212121,"selamat menempuh hidup baru untuk kak redacted istri,semoga pernikahannya diberkati tuhan dan boleh menjadi berkat bagi orang lain tuhan yesus memberkati",21,13,1,medium,high,medium_high_1
10/18/2023 20:07,REDACTED,"Selamat untuk gelar profesinya untuk saudara kita @REDACTED Semoga dengan gelar profesi yang baru segala harapan kedepannya dapat dicapai, ilmunya bisa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih untuk kemualiaan Tuhan. Congrats Tuhan berkati 😇🎉🙏🏻🎊🎁",positif,😇🎉🙏🏻🎊🎁,6,0.076045627,"selamat untuk gelar profesinya untuk saudara kita azarya ranggi paratte , s.pd., gr redacted ranggi semoga dengan gelar profesi yang baru segala harapan kedepannya dapat dicapai, ilmunya bisa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih untuk kemualiaan tuhan. congrats tuhan berkati",44,20,1,long,mid,long_mid_1
10/27/2021 20:35,REDACTED,Adakahh,netral,,0,0.142857143,adakahh,1,20,0,short,high,short_high_0
7/21/2021 10:55,REDACTED,"Happy birthday bubendnya PPGT JBM @REDACTED panjang umur,sehat slalu, sgala harapan dan cita""tercapaii terlebih trs memberi diri dlm pelayanan yg Tuhan berikann,Tuhan Yesus memberkatii...🎊🎉🎁✨❤️😘",positif,🎊🎉🎁✨❤😘,6,0.125,"happy birthday bubendnya ppgt jbm redacted ikha panjang umur,sehat slalu, sgala harapan dan cita tercapaii terlebih trs memberi diri dlm pelayanan yg tuhan berikann,tuhan yesus memberkatii...",26,10,1,medium,high,medium_high_1
10/25/2021 8:49,REDACTED,hbd kandacuu yg paling terbaik sepanjang masa @REDACTED,positif,,0,0.170212766,hbd kandacuu yg paling terbaik sepanjang masa redacted,8,8,0,medium,high,medium_high_0
11/3/2022 9:48,REDACTED,"Shalom, Semangat Pagi Kami dari Tim Kerja RA VII PPGT Jemaat Baji’ Ma’rumpa’ akan mengadakan bazar antar berupa : _*- Bakso Babi 40k/porsi*_ _*- Bakpao Babi Lompobattang 45k/porsi (isi 2)*_ _*- Bakpao Ayam Lompobattang 35k/porsi (isi 2)*_ Bagi yang ingin memesan bisa langsung isi list di bawah ini🙏🏻 *Salam Kasih*_ _*Tim Kerja RA VII PPGT JBM*_ _*Tuhan Yesus Memberkati🫶🏻*_",netral,🙏🏻❤🫶🏻,5,0.109403255,"shalom, semangat pagi kami dari tim kerja ra vii ppgt jemaat baji ma rumpa akan mengadakan bazar antar berupa bakso babi 40k porsi bakpao babi lompobattang 45k porsi isi 2 bakpao ayam lompobattang 35k porsi isi 2 bagi yang ingin memesan bisa langsung isi list di bawah ini 1. laura bakso babi 2 porsi 2. mama bowo bakso babi 2 porsi 3. vanny bakpao babi 1, bakso babi 1 4. yuspin bakpao babi 3 5. sety bakpao ayam 1, bakpao babi 1 6. ades bakpao babi 1 7. oswald oswind bakso babi 2 porsi 8. kak linda bakpao babi 3, bakso babi 3 9. jhon bakpao babi 1 porsi 10. alexa bakpao babi 1 porsi 11. divo bakpao babi 2 porsi 12. rachel bakpao babi 1 porsi, bakso babi 2 porsi 13. josua bakso babi 3 porsi bakpao babi 1 porsi 14. vano bakso babi 3 porsi 15. firman bakpao babi 2 porsi 16. inggrid bakpao babi 2 porsi 17. nona bakpao babi 2 porsi 18. edo bakso babi 2 porsi 19. telly bakso babi 1 porsi, bakpao babi 1 porsi 20. pingki bakso babi 1 porsi 21. fani bakpao babi 1 porsi 22. bokir bakpao babi 2 porsi 23. yaya cs bakpao babi 1, bakso babi 2 24. priestly bakso babi 4,bakpao babi 1, bakpao ayam 2 25. kak ikka bakso babi 1, bakpao babi 1 26. rei bakso babi 1 porsi 27. gemma bakso babi 2 porsi, bakpao babi 1 porsi 28. selena gomez bakso bebong 1, bakpao chicken 1 29. destrin bakpao babi 1, bakso babi 1 30. dessy bakso babi 4, bakpao babi 1, bakpao ayam 1 31. dimas bakpao babi 2 32. triton bakso babi 3 33. faris bakso babi 2 34. dido bakso babi 4 35. 36. 37. 38. 39. 40. batas pemesanan jumat, 4 november 2022 jam 12 siang pengantaran minggu, 6 november 2022 salam kasih tim kerja ra vii ppgt jbm tuhan yesus memberkati",322,9,1,long,high,long_high_1
3/20/2024 22:22,REDACTED,Shalom Semangat pagii Untuk kakak-kakak dan teman-teman yang ingin ikut dalam *Camp Paskah PPGT KMTr* untuk bisa list namanya dibawah😘🫰🏻 *Waktu Pelaksanaan : 7-9 April 2024* *Lokasi Kegiatan : Holyland Malino*  *NOTE* *Diharapkan untuk kakak-kakak dan teman-teman yang akan ikut dalam camp paskah untuk mengumpulkan :* - *Uang Kontribusi 20k/orang* - ⁠*beras 1 liter*,netral,😘🫰🏻,3,0.128309572,shalom semangat pagii untuk kakak kakak dan teman teman yang ingin ikut dalam camp paskah ppgt kmtr untuk bisa list namanya dibawah waktu pelaksanaan 7 9 april 2024 lokasi kegiatan holyland malino 1. titud 2. delvi 3. tari 4. keyrin 5. yesahhh 6. jesika 7. patri 8. inggridd 9. kia 10. joy 11. edo 12.tian 13. cyrene 14. hannah 15. decky 16. epping 17. aldo 18. yayan 19. nelma 20. egatha 21. yeni 22. reyy 23. joshua 24. ela 25. melinda 26. nindi 27. stevy 28. dessy 29. john 30. manglo 31. sito 32. grace 33. ones 34. silvy 35. isma 36. echa 37. sadrak sarah 38. elvira kila putri tuling 39. yopi 40. 41. 42. 43. 44. 45. dst note diharapkan untuk kakak kakak dan teman teman yang akan ikut dalam camp paskah untuk mengumpulkan uang kontribusi 20k orang beras 1 liter,143,22,1,long,high,long_high_1
4/4/2024 8:04,REDACTED,Turut berdukacita atas meninggalnya kakek terkasih dari saudara kita @REDACTED kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari Tuhan kita Yesus Kristus😇🙏🏻🙏🏻,negatif,😇🙏🏻🙏🏻,5,0.08125,turut berdukacita atas meninggalnya kakek terkasih dari saudara kita redacted ones kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari tuhan kita yesus kristus,24,8,1,medium,mid,medium_mid_1
12/18/2023 20:48,REDACTED,"Selamat malam bpk/ibu/sdr(i) mewakili keluarga mengucapkan banyak trimakasih atas semua pihak yg telah membantu baik secara materi dan tenaga untuk kami keluarga 🙏🙏 Kini bapak saya telah di makamkan untuk semua hal yg telah bpk/ibu/sdr(i) lakukan bagi kami keluarga,  sekali lagi mengucapkan banyak terima kasih dan permintaan maaf jika ada kata dan perbuatan yg tidak berkenan di hati bpk/ibu/sdr(i) 🙏🙏🙏 Terimakasih Tuhan memberkati 🙏😇",positif,🙏🙏🙏🙏🙏🙏😇,7,0.011363636,"selamat malam bpk ibu sdr i mewakili keluarga mengucapkan banyak trimakasih atas semua pihak yg telah membantu baik secara materi dan tenaga untuk kami keluarga kini bapak saya telah di makamkan untuk semua hal yg telah bpk ibu sdr i lakukan bagi kami keluarga, sekali lagi mengucapkan banyak terima kasih dan permintaan maaf jika ada kata dan perbuatan yg tidak berkenan di hati bpk ibu sdr i terimakasih tuhan memberkati",70,20,1,long,low,long_low_1
3/9/2023 15:27,REDACTED,"Selamat untuk gelar barunya untuk saudara kita @REDACTED Semoga dgn gelar yg baru segala harapan kedepannya dpt dicapai, ilmunya bsa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih utk kemualiaan Tuhan. Congrats Tuhan berkati 😇🎉🙏🏻🎊🎁",positif,😇🎉🙏🏻🎊🎁,6,0.083665339,"selamat untuk gelar barunya untuk saudara kita yesaya leonard tasusane mangeka, s.tr.pel redacted yaya semoga dgn gelar yg baru segala harapan kedepannya dpt dicapai, ilmunya bsa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih utk kemualiaan tuhan. congrats tuhan berkati",42,15,1,long,mid,long_mid_1
12/17/2022 22:20,REDACTED,Dapat salam dari ketua klasis,positif,,0,0.04,dapat salam dari ketua klasis,5,22,0,short,low,short_low_0
10/30/2025 6:19,REDACTED,https://youtu.be/vclvjYTR4nU?si=gNw7SWxzjUlFruyy Shalom... Selamat mendengarkan ReHaT (Renungan Harian Toraya) Jemaat Baji' Ma'rumpa' edisi 30 Oktober 2025 bersama Dkn. Debora Tawang. Tuhan Yesus Memberkati 😇🙏,netral,😇🙏,2,0.16875,shalom... selamat mendengarkan rehat renungan harian toraya jemaat baji' ma'rumpa' edisi 30 oktober 2025 bersama dkn. debora tawang. tuhan yesus memberkati,21,6,1,medium,high,medium_high_1
9/24/2024 21:04,REDACTED,Terima kasih kaka ppgt 😇. Tuhan Yesus memberkati.,positif,😇,1,0.076923077,terima kasih kaka ppgt . tuhan yesus memberkati.,8,21,1,medium,mid,medium_mid_1
6/2/2025 10:32,REDACTED,"Selamat bertambah usia untuk saudari kita @REDACTED Ppgt   Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶🏻🌷✨",positif,🎁😇🫶🏻🌷✨,6,0.113636364,"selamat bertambah usia untuk saudari kita agnes dian tari redacted tari anastasya stevalda ledan redacted ppgt panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",42,10,1,long,high,long_high_1
5/27/2024 11:42,REDACTED,"Selamat bertambah sukacita usia @REDACTED 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkati🎁😇",positif,🎉🎁😇,3,0.068627451,"selamat bertambah sukacita usia redacted panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkati",31,11,1,medium,mid,medium_mid_1
10/8/2025 13:27,REDACTED,"Selamat bertambah usia untuk @REDACTED  🥳🎉 Panjang umur, sehat selalu, senantiasa diberkati dalam pelayanan, rencana kedepannya, dan diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🥳🎉🎁😇🫶✨,6,0.08203125,"selamat bertambah usia untuk bapak pdt. ribrata sallata redacted pendeta ribrata sallata panjang umur, sehat selalu, senantiasa diberkati dalam pelayanan, rencana kedepannya, dan diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",38,13,1,long,mid,long_mid_1
4/18/2025 11:01,REDACTED,"Selamat bertambah usia untuk saudara/i kita @REDACTED  Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🎁😇🫶✨,4,0.079166667,"selamat bertambah usia untuk saudara i kita apriskah tuni kamma redacted tuni kamma panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",39,11,1,long,mid,long_mid_1
11/25/2021 19:33,REDACTED,"Usss jngan bilang"" tauwa nanti ku dengarki",negatif,,0,0.028571429,usss jngan bilang tauwa nanti ku dengarki,7,19,0,medium,low,medium_low_0
4/1/2023 16:36,REDACTED,"Shalom, selamat sore kakak² dan teman² yg tdk pnya kesibukan ayo dtng ibadah. Kurre🫶🏻🌷",netral,🫶🏻🌷,3,0.03030303,"shalom, selamat sore kakak dan teman yg tdk pnya kesibukan ayo dtng ibadah. kurre",14,16,1,medium,low,medium_low_1
1/15/2025 16:39,REDACTED,"Selamat bertambah usia @REDACTED 🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🥳🎉🎁😇🫶✨,6,0.078341014,"selamat bertambah usia revaldo putra parebong redacted panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",33,16,1,medium,mid,medium_mid_1
10/28/2022 4:47,REDACTED,Terima kasih semuanyaaa 🙏😘,positif,🙏😘,2,0.047619048,terima kasih semuanyaaa,3,4,1,short,low,short_low_1
8/17/2022 11:42,REDACTED,Hahaha,positif,,0,0.166666667,hahaha,1,11,0,short,high,short_high_0
8/31/2025 13:02,REDACTED,"Hati2 sj kalau lewat Makassar, apalagi kantor polisi, kapolri sudah tegaskan kalau massa berani masuk kantor polisi,  akan di tembak ditempat. Bahaya peluru nyasar. 🙏💥",negatif,🙏💥,2,0.02238806,"hati2 sj kalau lewat makassar, apalagi kantor polisi, kapolri sudah tegaskan kalau massa berani masuk kantor polisi, akan di tembak ditempat. bahaya peluru nyasar.",24,13,1,medium,low,medium_low_1
12/26/2023 18:22,REDACTED,dehh 1x ji tpi bergetar badan.y ia 🤣🤣🤣,negatif,🤣🤣🤣,3,0,dehh 1x ji tpi bergetar badan.y ia,7,18,1,medium,low,medium_low_1
7/1/2023 9:17,REDACTED,"Selamat bertambah sukacita usia teman/saudari kita @REDACTED 🎉 Panjang umur, sehat slaluu, diberkati dalam pekerjaan, serta segala harapan, rencana dan cita-citanya kedepannya dan bersama dgn keluarga Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada, Tuhan Yesus memberkatii✨💕🥰🎁🎊 Have a grateful day✨💕🌷",positif,🎉✨💕🥰🎁🎊✨💕🌷,9,0.055762082,"selamat bertambah sukacita usia teman saudari kita redacted angel panjang umur, sehat slaluu, diberkati dalam pekerjaan, serta segala harapan, rencana dan cita citanya kedepannya dan bersama dgn keluarga tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada, tuhan yesus memberkatii have a grateful day",44,9,1,long,low,long_low_1
10/28/2023 22:58,REDACTED,Nanti di ig @REDACTED juga live yah guyss,netral,,0,0.272727273,nanti di ig redacted juga live yah guyss,8,22,0,medium,high,medium_high_0
5/5/2022 8:49,REDACTED,😇,positif,😇,1,0,,0,8,1,short,low,short_low_1
8/14/2023 19:58,REDACTED,"Shalom, setelah persembahan kita nyanyi nha teman""🙏🏻",netral,🙏🏻,2,0.023809524,"shalom, setelah persembahan kita nyanyi nha teman",7,19,1,medium,low,medium_low_1
2/5/2025 19:05,REDACTED,Turut Berdukacita atas meninggalnya @REDACTED di Abdesir. Tuhan Yesus sumber penghiburan sejati buat keluarga yang berduka 😇🙏,negatif,😇🙏,2,0.139534884,turut berdukacita atas meninggalnya alm. semel sepupu sekali dari sdr. marianus manglo redacted nanus dan sdr. meldyanus manglo di abdesir. tuhan yesus sumber penghiburan sejati buat keluarga yang berduka,29,19,1,medium,high,medium_high_1
10/17/2021 12:47,REDACTED,"Selamat bertambah usia utk teman/saudara, kakak kta @REDACTED . Sehat selalu, diberkatiii segala yg menjadi harapannya, diberkati bersama istri Dan keluarga, jadi berkat& diberkati lwt pekerjaan yg ada serta dimanapun berada. Wish u all the bestt Tuhan Yesus memberkati...🎊🎉🎁😇🙏🏻 Happy weekend & happy sunday Tuhan Yesus memberkatiii kta smuaa...✨😇🙏🏻",positif,🎊🎉🎁😇🙏🏻✨😇🙏🏻,10,0.064285714,"selamat bertambah usia utk teman saudara, kakak kta redacted asyer . sehat selalu, diberkatiii segala yg menjadi harapannya, diberkati bersama istri dan keluarga, jadi berkat diberkati lwt pekerjaan yg ada serta dimanapun berada. wish u all the bestt tuhan yesus memberkati... happy weekend happy sunday tuhan yesus memberkatiii kta smuaa...",50,12,1,long,mid,long_mid_1
2/10/2022 11:14,REDACTED,"Turut berduka cita atas meninggalnya kakek dri @REDACTED , kiranya keluarga yang ditinggalkan diberikan kekuatan dan penghiburan dari Tuhan kita Yesus Kristus ...🙏🏻🙏🏻",negatif,🙏🏻🙏🏻,4,0.076433121,"turut berduka cita atas meninggalnya kakek dri kak andi, kak amal, ratih dan redacted , kiranya keluarga yang ditinggalkan diberikan kekuatan dan penghiburan dari tuhan kita yesus kristus ...",29,11,1,medium,mid,medium_mid_1
8/21/2023 23:05,REDACTED,"Selamat bertambah Sukacita usia untuk Ibu @REDACTED  🥳🥳 Panjang umur, sehat selalu, diberkati dalam rencana,harapan dan pelayanan kedepannya, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi  dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨💕🥰🎁",positif,🥳🥳✨💕🥰🎁,6,0.069565217,"selamat bertambah sukacita usia untuk ibu pdt redacted panjang umur, sehat selalu, diberkati dalam rencana,harapan dan pelayanan kedepannya, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",34,23,1,medium,mid,medium_mid_1
5/24/2022 10:10,REDACTED,"Selamat bertambah sukacita usia teman/saudari kta @REDACTED  🎉 Panjang umur, sehat slaluu, diberkati segala harapan,rencana dan cita-citanya kedepannya, diberkati pendidikan serta pelayanan dan bersama dgn keluarga Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada, Tuhan Yesus memberkatii😘✨💕🥰🎁🎊 Have a grateful day✨💕🌷",positif,🎉😘✨💕🥰🎁🎊✨💕🌷,10,0.050541516,"selamat bertambah sukacita usia teman saudari kta redacted panjang umur, sehat slaluu, diberkati segala harapan,rencana dan cita citanya kedepannya, diberkati pendidikan serta pelayanan dan bersama dgn keluarga tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada, tuhan yesus memberkatii have a grateful day",43,10,1,long,low,long_low_1
11/21/2023 21:06,REDACTED,https://youtu.be/R5iRurT9mN8?si=tjsLlnsD9c010twM,netral,,0,0.205882353,,0,21,0,short,high,short_high_0
11/11/2022 19:17,REDACTED,Kalau boleh tau RAnya kapan kak?,netral,,0,0.115384615,kalau boleh tau ranya kapan kak?,6,19,0,short,high,short_high_0
10/4/2022 21:09,REDACTED,wow semangat nah 🤣🤣,positif,🤣🤣,2,0,wow semangat nah,3,21,1,short,low,short_low_1
8/13/2023 8:39,REDACTED,"Turut berdukacita atas meninggalnya ayah terkasih dari saudari kita @REDACTED, kiranya keluarga yang ditinggalkan diberikan ketabahan penguatan dan penghiburan dari Tuhan kita Yesus Kristus🙏🏻🙏🏻🙏🏻",negatif,🙏🏻🙏🏻🙏🏻,6,0.031055901,"turut berdukacita atas meninggalnya ayah terkasih dari saudari kita gisel, kiranya keluarga yang ditinggalkan diberikan ketabahan penguatan dan penghiburan dari tuhan kita yesus kristus",24,8,1,medium,low,medium_low_1
9/6/2023 7:40,REDACTED,"Selamat bertambah Sukacita usia untuk @REDACTED 🥳🥳 Panjang umur, sehat selalu, diberkati dalam rencana dan cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨💕🥰🎁",positif,🥳🥳✨💕🥰🎁,6,0.128630705,"selamat bertambah sukacita usia untuk redacted cliford dan redacted edo ppgt panjang umur, sehat selalu, diberkati dalam rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",38,7,1,long,high,long_high_1
6/13/2023 17:50,REDACTED,"Selamat bersukacita atas pertambahan usia untuk saudara @REDACTED 🎉🎉 Panjang umur, sehat selalu, diberkati dalam study dan rencananya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkati✨💕🥰🎁 Have a grateful & blessed day😇🫶",positif,🎉🎉✨💕🥰🎁😇🫶,8,0.062745098,"selamat bersukacita atas pertambahan usia untuk saudara redacted yopi panjang umur, sehat selalu, diberkati dalam study dan rencananya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkati have a grateful blessed day",40,17,1,long,low,long_low_1
12/4/2023 23:32,REDACTED,🫢🫢🫢🫢🤣🤣🤣🤣🤣,negatif,🫢🫢🫢🫢🤣🤣🤣🤣🤣,9,0,,0,23,1,short,low,short_low_1
9/4/2021 8:55,REDACTED,"Dibutuhkan segera yah, sapatau teman2 ada yg minat 😇",positif,😇,1,0.024390244,"dibutuhkan segera yah, sapatau teman2 ada yg minat",8,8,1,medium,low,medium_low_1
4/13/2025 10:21,REDACTED,Ahhhh tipu sajah mo,negatif,,0,0.0625,ahhhh tipu sajah mo,4,10,0,short,low,short_low_0
